comment,cleaned_comment,sentiment
HAHAHAAHAHA,hahahaahaha,Neutral
Ohhhh soooo mean. 😢 let’s not forget he raced 12 days after he broke both his wrists 🤯🫡,ohhhh soooo mean  lets not forget he raced 12 days after he broke both his wrists ,Negative
Could also be about Perez,could also be about perez,Neutral
"@Jimmythefish577  Perez is a has been. Guy was goated in 2020, he won a race from last and had 10 podiums at that point, all in mediocre cars up until the 2020 Racing Point",jimmythefish577  perez is a has been guy was goated in 2020 he won a race from last and had 10 podiums at that point all in mediocre cars up until the 2020 racing point,Negative
"This is sooooo evil, but true",this is sooooo evil but true,Negative
😀😀😀,,Neutral
oooooh lol,oooooh lol,Positive
Spot on! 🤣🤣🤣,spot on ,Neutral
And also the reference from Asuna Yuuki and David Coulthard.😂,and also the reference from asuna yuuki and david coulthard,Neutral
Savage 😂,savage ,Neutral
Mazespin,mazespin,Neutral
 @arkadandfortuna1582  and almost took His teammate out like an idiot, arkadandfortuna1582  and almost took his teammate out like an idiot,Negative
6th at Melbourne 2025. That's an is.,6th at melbourne 2025 thats an is,Neutral
Accurate,accurate,Positive
@ who hasn’t? 😂 Alpine does it all the time. Makes for great tv. 📺, who hasnt  alpine does it all the time makes for great tv ,Positive
😂,,Neutral
"stroll is solidly mid-pack, despite his father",stroll is solidly midpack despite his father,Neutral
 @LisanAlGareeb  Lisan al Gaib!, lisanalgareeb  lisan al gaib,Neutral
" @bossmen6665  
More. Lance lives on his father's money. Nice try, Strulovitchy."," bossmen6665  
more lance lives on his fathers money nice try strulovitchy",Positive
" @joshharrison9054  
So he's a has been at best."," joshharrison9054  
so hes a has been at best",Positive
 @zaco-km3su  rent, zacokm3su  rent,Neutral
AAAWWW NAAAAAAAAA 😆,aaawww naaaaaaaaa ,Neutral
Fr man I can’t believe they mentioned him in the trailer,fr man i cant believe they mentioned him in the trailer,Neutral
am i the only one who immediately went to the might ducks for that line ? lol,am i the only one who immediately went to the might ducks for that line  lol,Positive
yeah,yeah,Neutral
best f1 intro ever,best f1 intro ever,Positive
"Brilliant choice, always reminds me of watching F1 as a kid",brilliant choice always reminds me of watching f1 as a kid,Positive
"Oh thanks captain obvious, or maybe you are a new drive to survive fan.",oh thanks captain obvious or maybe you are a new drive to survive fan,Positive
Jamón iconico,jamn iconico,Neutral
us longtime fans already knew it anyway,us longtime fans already knew it anyway,Neutral
DUDE it was the song intro of formula 1 GP micropose PC game,dude it was the song intro of formula 1 gp micropose pc game,Negative
I'm kinda sold on that alone lol,im kinda sold on that alone lol,Positive
 @415s30 Dude! Not everyone was watching f1 in 1988, 415s30 dude not everyone was watching f1 in 1988,Neutral
They all knew since guardians of the galaxy came out in 2014 tbh,they all knew since guardians of the galaxy came out in 2014 tbh,Neutral
It's the only song I think of with F1. The replacement theme is honestly trash.,its the only song i think of with f1 the replacement theme is honestly trash,Positive
Still F1’s best intro! 🔥🔥,still f1s best intro ,Positive
"Thanks for the info, long time F1 fan but did not know this. I thought it was a really odd choice of song and this movie was for 60+",thanks for the info long time f1 fan but did not know this i thought it was a really odd choice of song and this movie was for 60,Negative
That song is F1 to me,that song is f1 to me,Neutral
Are you new?,are you new,Positive
Thank you Captain Obvious for this nugget of wisdom.,thank you captain obvious for this nugget of wisdom,Neutral
First heard it in GOTG,first heard it in gotg,Positive
Thanks Captain obvious,thanks captain obvious,Positive
 @415s30  Or maybe he was just letting non UK people know who wouldn't have seen the BBC coverage.   People eh?, 415s30  or maybe he was just letting non uk people know who wouldnt have seen the bbc coverage   people eh,Neutral
 @OptionalNoneYT  It's a well known song but I didn't know the part about BBC F1 intro. I've never watched F1 on BBC., optionalnoneyt  its a well known song but i didnt know the part about bbc f1 intro ive never watched f1 on bbc,Neutral
BBC used it for Motorsport in general as I recall but F1 is what it's mostly remembered for,bbc used it for motorsport in general as i recall but f1 is what its mostly remembered for,Positive
Think most people know this.  It was used on MOTD for a long time too.,think most people know this  it was used on motd for a long time too,Positive
Top gear,top gear,Positive
" @Skett the BBC still uses it for their F1 radio coverage, they play it in the minute or so before the start of every Grand Prix.", skett the bbc still uses it for their f1 radio coverage they play it in the minute or so before the start of every grand prix,Positive
"It's also an iconic song on its own. I grew up listening to Fleetwood Mac as my dad was a huge fan. As a a longtime American F1 fan since the late 90s  (I miss SpeedVision and the guys on it especially Hobbs), I dont link this song to F1. It's actually quite weird to hear it as the theme.",its also an iconic song on its own i grew up listening to fleetwood mac as my dad was a huge fan as a a longtime american f1 fan since the late 90s  i miss speedvision and the guys on it especially hobbs i dont link this song to f1 its actually quite weird to hear it as the theme,Positive
Thank you very muchhh,thank you very muchhh,Positive
So glad we have a music historian here.  I'm sure no one would have ever known that!,so glad we have a music historian here  im sure no one would have ever known that,Positive
I miss hearing that tune every weekend,i miss hearing that tune every weekend,Neutral
I pity anyone who doesn't know that song.,i pity anyone who doesnt know that song,Negative
I first heard it on the F1 2013 Racing sim game trailer!,i first heard it on the f1 2013 racing sim game trailer,Negative
" @415s30  not everyone is british, I watched the whole Schumi era and never heard the song with F1, didn't knew back then that BBC did other than documentaries", 415s30  not everyone is british i watched the whole schumi era and never heard the song with f1 didnt knew back then that bbc did other than documentaries,Positive
"Yes, now i was like it.",yes now i was like it,Neutral
It was used also in Guardians of the Galaxy Vol 2. I basically heard it for the first time in that movie.,it was used also in guardians of the galaxy vol 2 i basically heard it for the first time in that movie,Positive
That song and the late great Murray Walker.  Priceless.,that song and the late great murray walker  priceless,Positive
@philliplewis3947  yes.,philliplewis3947  yes,Neutral
But who is singing the Fleetwood Mac song? Because that is not Fleetwood Mac know Amy Lee (former lead singer) did a version as have a few singers but do not recognize this singer,but who is singing the fleetwood mac song because that is not fleetwood mac know amy lee former lead singer did a version as have a few singers but do not recognize this singer,Negative
Poor choice in my opinion.,poor choice in my opinion,Negative
Look at all these elitist gatekeepers with their “thanks captain obvious” jeez,look at all these elitist gatekeepers with their thanks captain obvious jeez,Positive
Tell us more,tell us more,Positive
Love it!,love it,Positive
You're forgetting Lift Me Up.,youre forgetting lift me up,Neutral
The base line was the theme in the 90s and 2000s,the base line was the theme in the 90s and 2000s,Negative
Everyone knows the song dingus,everyone knows the song dingus,Neutral
"What would have been more iconic is if they used Sainz' fav song  ""Smooth Operator"" 😅",what would have been more iconic is if they used sainz fav song  smooth operator ,Positive
Still the best one till this day,still the best one till this day,Positive
I was actually tempted to go grab my bass and play it 😂 I actually might now,i was actually tempted to go grab my bass and play it  i actually might now,Negative
Such a badass bass line,such a badass bass line,Negative
Iconic. Always reminds me of the Murray Walker/James Hunt years.,iconic always reminds me of the murray walkerjames hunt years,Positive
"My first thought, I am hoping the bass solo and guitar solo kick in in the movie",my first thought i am hoping the bass solo and guitar solo kick in in the movie,Positive
The only thing relatable for true f1 fans,the only thing relatable for true f1 fans,Positive
"100 %. It send shivers down my spine, and I'm not even from the UK.",100  it send shivers down my spine and im not even from the uk,Negative
"that's great to know (it's always been my fav fleetwood mac song) - was it/is it used for promotional stuff, or how did the connection happen?",thats great to know its always been my fav fleetwood mac song  was itis it used for promotional stuff or how did the connection happen,Positive
